Pair,L1,a1,b1,L2,a2,b2,DV,DV normF1,DECIEDE2000,GradoDE00
1.4,36.39,4.7,-31.36,36.19,5.36,-30.51,3.591257457891899,2.60766778979199,0.94006822513333,0.2246431698596156
1.6,36.39,4.7,-31.36,36.5,4.25,-30.87,1.107244319014484,0.80398728853443,0.219908907456849,0.2246431698596156
1.4,36.39,4.7,-31.36,36.19,5.36,-30.51,3.591257457891899,2.60766778979199,0.94006822513333,0.3834382376722226
1.9,36.39,4.7,-31.36,36.5,4.51,-30.44,1.3926903584217065,1.01125408862582,0.368563249234066,0.3834382376722226
1.4,36.39,4.7,-31.36,36.19,5.36,-30.51,3.591257457891899,2.60766778979199,0.94006822513333,0.40710883840005735
1.10,36.39,4.7,-31.36,37.01,3.54,-29.08,1.4874000502671247,1.08002426623015,0.840007967038572,0.40710883840005735
1.4,36.39,4.7,-31.36,36.19,5.36,-30.51,3.591257457891899,2.60766778979199,0.94006822513333,0.7330977777318344
1.17,36.39,4.7,-31.36,36.51,5.52,-31.23,1.3378726026321768,0.971450065746934,0.708936119786286,0.7330977777318344
1.4,36.39,4.7,-31.36,36.19,5.36,-30.51,3.591257457891899,2.60766778979199,0.94006822513333,0.5932323111520664
1.22,36.39,4.7,-31.36,36.28,3.52,-29.45,1.2988266992050448,0.943098228716343,0.569863292956273,0.5932323111520664
1.4,36.39,4.7,-31.36,36.19,5.36,-30.51,3.591257457891899,2.60766778979199,0.94006822513333,0.8593759257784213
1.23,36.39,4.7,-31.36,35.75,4.51,-30.75,1.069015971657292,0.776229092333034,0.571453107336841,0.8593759257784213
1.4,36.39,4.7,-31.36,36.19,5.36,-30.51,3.591257457891899,2.60766778979199,0.94006822513333,0.12735164037389043
1.26,36.39,4.7,-31.36,35.47,5.64,-30.76,1.856347617807345,1.34792282277961,1.2741719039284,0.12735164037389043
1.4,36.39,4.7,-31.36,36.19,5.36,-30.51,3.591257457891899,2.60766778979199,0.94006822513333,0.6155339215557791
1.29,36.39,4.7,-31.36,35.03,4.52,-30.93,1.4253874014968224,1.03499591912662,1.13616345999981,0.6155339215557791
1.4,36.39,4.7,-31.36,36.19,5.36,-30.51,3.591257457891899,2.60766778979199,0.94006822513333,0.2465643739494173
1.32,36.39,4.7,-31.36,34.93,5.56,-30.91,1.5838528101336264,1.15006011256811,1.49908676484375,0.2465643739494173
1.4,36.39,4.7,-31.36,36.19,5.36,-30.51,3.591257457891899,2.60766778979199,0.94006822513333,0.5794255111272568
1.37,36.39,4.7,-31.36,37.08,5.25,-32.08,1.4059032724821652,1.0208481905943,0.624174715455716,0.5794255111272568
1.4,36.39,4.7,-31.36,36.19,5.36,-30.51,3.591257457891899,2.60766778979199,0.94006822513333,0.4471761859867007
1.43,36.39,4.7,-31.36,36.63,4.51,-32.0,1.4600766753454384,1.06018433948327,0.498816860166341,0.4471761859867007
1.4,36.39,4.7,-31.36,36.19,5.36,-30.51,3.591257457891899,2.60766778979199,0.94006822513333,0.24273147709987575
1.44,36.39,4.7,-31.36,36.14,4.55,-31.14,0.8783499038984887,0.637783500518856,0.219035091864491,0.24273147709987575
1.4,36.39,4.7,-31.36,36.19,5.36,-30.51,3.591257457891899,2.60766778979199,0.94006822513333,0.26246591724921925
1.46,36.39,4.7,-31.36,36.46,4.16,-32.06,1.6823125304459785,1.22155324371747,0.746113613061286,0.26246591724921925
1.4,36.39,4.7,-31.36,36.19,5.36,-30.51,3.591257457891899,2.60766778979199,0.94006822513333,0.057582607163821964
1.47,36.39,4.7,-31.36,36.51,4.77,-31.48,1.3941614818643162,1.01232229459948,0.105930848546823,0.057582607163821964
1.4,36.39,4.7,-31.36,36.19,5.36,-30.51,3.591257457891899,2.60766778979199,0.94006822513333,0.3136675226436205
1.48,36.39,4.7,-31.36,36.5,5.04,-32.23,1.0308549206501076,0.748519760801919,0.276292756863849,0.3136675226436205
1.4,36.39,4.7,-31.36,36.19,5.36,-30.51,3.591257457891899,2.60766778979199,0.94006822513333,0.7053666847406972
1.49,36.39,4.7,-31.36,37.16,4.82,-31.11,1.3531944898592314,0.982575525749733,0.682599130711659,0.7053666847406972
1.4,36.39,4.7,-31.36,36.19,5.36,-30.51,3.591257457891899,2.60766778979199,0.94006822513333,0.23470503677360988
1.50,36.39,4.7,-31.36,36.55,4.57,-31.52,1.0276465918941462,0.74619014330994,0.221480797259698,0.23470503677360988
1.4,36.39,4.7,-31.36,36.19,5.36,-30.51,3.591257457891899,2.60766778979199,0.94006822513333,0.40599285298539195
1.52,36.39,4.7,-31.36,36.96,5.26,-30.65,1.5935708637734705,1.15711654243749,0.913741255744999,0.40599285298539195
1.4,36.39,4.7,-31.36,36.19,5.36,-30.51,3.591257457891899,2.60766778979199,0.94006822513333,0.796792710020241
