Pair,L1,a1,b1,L2,a2,b2,DV,DV normF3,DECIEDE2000
1.1,23.67144196289938,16.349602964549128,-43.363049185896905,17.82882319925926,28.757412725792907,-44.48674923961444,7.74,8.81497745667659,8.43362801433289
1.2,23.67144196289938,16.349602964549128,-43.363049185896905,21.062821996801112,20.67930665870757,-43.28774232287863,3.77,4.29360013070682,3.45293401135002
1.3,23.67144196289938,16.349602964549128,-43.363049185896905,25.532240820308722,8.520025092051991,-42.76778267249593,5.04,5.73998532062662,5.40604384170762
1.4,23.67144196289938,16.349602964549128,-43.363049185896905,31.485669653905248,-0.9596820297139153,-38.734852228451665,8.62,9.81719711583362,12.0153164930494
1.5,23.67144196289938,16.349602964549128,-43.363049185896905,21.43151859362319,19.03501329776813,-44.14071464862786,1.74,1.98166159878776,2.17457383602382
1.6,23.67144196289938,16.349602964549128,-43.363049185896905,18.583401631959156,24.00244511418667,-45.98114983074435,3.75,4.27082241118052,5.32520566752092
1.7,23.67144196289938,16.349602964549128,-43.363049185896905,29.316355299151013,2.953651940777624,-40.14131485714789,6.3,7.17498165078327,9.18868866414739
1.8,23.67144196289938,16.349602964549128,-43.363049185896905,24.580963919504768,11.310958336900962,-43.60201377844424,2.97,3.38249134965497,3.66905463763132
1.9,23.67144196289938,16.349602964549128,-43.363049185896905,18.277280909633582,27.00507506560265,-44.108118609226466,8.83,10.0563631708597,7.51948830694372
1.10,23.67144196289938,16.349602964549128,-43.363049185896905,18.89043809956666,26.23130625988518,-44.129720957831765,7.41,8.43914508449271,6.90298241468329
1.11,23.67144196289938,16.349602964549128,-43.363049185896905,20.245997279636406,24.133832474023816,-43.92762944005894,6.03,6.86748243717828,5.40649555822276
1.12,23.67144196289938,16.349602964549128,-43.363049185896905,17.32021103049515,30.20990595360051,-44.96584092549717,7.34,8.35942306615067,9.16648610352821
1.13,23.67144196289938,16.349602964549128,-43.363049185896905,24.130367614856,12.919885373127743,-43.50391714263625,3.26,3.71276828278627,2.45635848337252
1.14,23.67144196289938,16.349602964549128,-43.363049185896905,24.543376194157446,14.153697221018419,-42.3414843746447,2.03,2.31193853191905,1.26340198092087
1.15,23.67144196289938,16.349602964549128,-43.363049185896905,21.54231167391373,18.8985251729116,-43.94149838223721,2.0,2.27777195262961,2.11034982266646
1.16,23.67144196289938,16.349602964549128,-43.363049185896905,20.520772482637376,20.903721750663824,-44.75849265704455,3.03,3.45082450823386,3.3172378889597
1.17,23.67144196289938,16.349602964549128,-43.363049185896905,33.54100013606794,-4.349630508141411,-37.550599341137904,11.11,12.6530231968575,14.5837492821503
1.18,23.67144196289938,16.349602964549128,-43.363049185896905,24.036621143264796,14.07174972129427,-43.40791432027231,1.79,2.0386058976035,1.60926833909296
1.19,23.67144196289938,16.349602964549128,-43.363049185896905,21.801147616940526,21.29770045440432,-42.862411328323994,3.66,4.16832267331219,3.74784306782416
1.20,23.67144196289938,16.349602964549128,-43.363049185896905,18.547339364875995,26.696787033699433,-44.19248044478733,7.01,7.98359069396679,7.23907375146764
1.21,23.67144196289938,16.349602964549128,-43.363049185896905,26.534867268829608,8.533879978483705,-41.766473233953064,4.82,5.48943040583736,5.2379676020938
1.22,23.67144196289938,16.349602964549128,-43.363049185896905,19.316316650165334,22.54797112252521,-45.07777394119768,5.17,5.88804049754754,4.561910338234
1.23,23.67144196289938,16.349602964549128,-43.363049185896905,28.98159561193605,4.002478486655248,-40.587335026495275,8.11,9.23636526791307,8.552094221166
1.24,23.67144196289938,16.349602964549128,-43.363049185896905,24.769002739044332,10.310783976963029,-43.02801843388533,5.03,5.72859646086347,4.14426576414469
1.25,23.67144196289938,16.349602964549128,-43.363049185896905,22.515175186992224,18.944390864014032,-43.058670840163124,2.36,2.68777090410294,2.05434291233861
1.26,23.67144196289938,16.349602964549128,-43.363049185896905,20.20940640357773,23.34144711164482,-43.75719622376627,5.29,6.02470681470532,5.04399166084132
1.27,23.67144196289938,16.349602964549128,-43.363049185896905,26.990216595395836,8.17716202725033,-41.40640483323242,5.12,5.8310961987318,5.47792265386916
1.28,23.67144196289938,16.349602964549128,-43.363049185896905,28.093810169619815,5.617385179791795,-40.97903998756054,6.14,6.99275989457291,7.34356641584681
1.29,23.67144196289938,16.349602964549128,-43.363049185896905,30.207473593007386,1.350868116623799,-40.14225884243871,8.43,9.60080878033381,10.5392989010468
1.30,23.67144196289938,16.349602964549128,-43.363049185896905,22.515175186992224,20.163609478781098,-42.474492877158475,3.6,4.0999895147333,3.06272229126437
1.31,23.67144196289938,16.349602964549128,-43.363049185896905,24.74078817842613,10.75332627465278,-42.96926695688301,3.81,4.33915556975941,3.80701148446626
1.32,23.67144196289938,16.349602964549128,-43.363049185896905,30.54342040362289,0.29555988672577693,-39.01764473119499,7.68,8.74664429809771,10.9546748277382
1.33,23.67144196289938,16.349602964549128,-43.363049185896905,18.3672188066923,24.71400665580528,-46.66736919292287,4.65,5.29581978986385,5.57030125129592
1.34,23.67144196289938,16.349602964549128,-43.363049185896905,20.60331369673009,20.58956194208772,-44.30218240980848,2.77,3.15471415439201,3.2595112434839
1.35,23.67144196289938,16.349602964549128,-43.363049185896905,24.064740274225223,14.70064135699825,-42.54622518678733,2.03,2.31193853191905,0.851492488324097
1.36,23.67144196289938,16.349602964549128,-43.363049185896905,23.83990117030047,13.011658490286433,-43.22720702459477,2.36,2.68777090410294,2.25046368273068
1.37,23.67144196289938,16.349602964549128,-43.363049185896905,22.088224933310073,22.040601300519075,-42.037823242975456,6.23,7.09525963244124,4.49651566799377
1.38,23.67144196289938,16.349602964549128,-43.363049185896905,26.790902071794847,8.027616832855827,-41.66870809317559,5.88,6.69664954073106,5.61011989854543
1.39,23.67144196289938,16.349602964549128,-43.363049185896905,25.50392512391312,10.769663648352578,-42.46131739962576,3.56,4.05443407568071,3.74338539470147
1.40,23.67144196289938,16.349602964549128,-43.363049185896905,26.534867268829608,8.935135763479623,-42.024945602329275,4.15,4.72637680170644,5.07397610708085
1.41,23.67144196289938,16.349602964549128,-43.363049185896905,28.618537511707807,4.554041943390458,-40.94287968776536,6.1,6.94720445552031,8.19791779717624
1.42,23.67144196289938,16.349602964549128,-43.363049185896905,21.94925074565257,23.742202452181395,-40.95988904001663,7.25,8.25692332828234,6.03459782364877
1.43,23.67144196289938,16.349602964549128,-43.363049185896905,24.32738059727655,11.974928908874249,-43.48943283138652,3.6,4.0999895147333,3.12733134551109
1.44,23.67144196289938,16.349602964549128,-43.363049185896905,24.98545448335411,13.205407092284071,-42.19468683696873,2.26,2.57388230647146,1.93418130492276
1.45,23.67144196289938,16.349602964549128,-43.363049185896905,18.4572405878433,25.36569598256791,-46.99975171356454,5.38,6.12720655257365,5.74480302216971
2.1,20.043897069064762,-17.323029845872945,-9.475182938098081,21.245236115578493,-19.25940626673922,-11.023085553006606,1.66,1.89055072068258,1.607499442276
2.2,20.043897069064762,-17.323029845872945,-9.475182938098081,21.284352230926416,-19.988581879283483,-9.298679651950813,1.84,2.09555019641924,1.95139177485335
2.3,20.043897069064762,-17.323029845872945,-9.475182938098081,23.272848649082526,-22.752857038736586,-9.552432674372302,3.4,3.87221231947034,4.00294315773616
2.4,20.043897069064762,-17.323029845872945,-9.475182938098081,27.62143217387967,-29.429089691118403,-9.292784431752343,4.64,5.2844309301007,8.57160372865462
2.5,20.043897069064762,-17.323029845872945,-9.475182938098081,26.418960778155487,-28.53852252431749,-8.585930965160548,4.57,5.20470891175866,7.83236746732823
2.6,20.043897069064762,-17.323029845872945,-9.475182938098081,24.35289153637987,-24.721010217993168,-9.459095411692452,3.7,4.21387811236478,5.31665995022216
2.7,20.043897069064762,-17.323029845872945,-9.475182938098081,28.74632142462636,-32.24972720299837,-8.696479256231648,5.59,6.36637260759976,10.1174143286803
2.8,20.043897069064762,-17.323029845872945,-9.475182938098081,29.536379757020406,-33.522128299735584,-8.838893327559427,5.93,6.7535938395468,10.86521398069
2.9,20.043897069064762,-17.323029845872945,-9.475182938098081,18.271992667690057,-14.713463278179296,-6.484666728020782,2.74,3.12054757510257,2.718143603027
2.10,20.043897069064762,-17.323029845872945,-9.475182938098081,17.224257903286855,-10.57240506409557,-3.4486626049268776,4.07,4.63526592360126,6.3408508732656
2.11,20.043897069064762,-17.323029845872945,-9.475182938098081,18.271992667690057,-13.04226703350314,-4.645625598113479,3.54,4.03165635615441,4.28857384925756
2.12,20.043897069064762,-17.323029845872945,-9.475182938098081,17.776853990906496,-11.904444957436949,-4.648872552147676,4.12,4.692210222417,4.94653722567201
2.13,20.043897069064762,-17.323029845872945,-9.475182938098081,18.495498480733964,-15.07994821743061,-7.384947478523419,2.62,2.98388125794479,2.1329135474995
2.14,20.043897069064762,-17.323029845872945,-9.475182938098081,17.505295808572015,-13.16283390339143,-6.156584336238613,3.42,3.89499003899663,3.77212348153672
2.15,20.043897069064762,-17.323029845872945,-9.475182938098081,17.456825084747557,-10.07830172811594,-2.52885379713933,4.67,5.31859750939014,7.02948816667291
2.16,20.043897069064762,-17.323029845872945,-9.475182938098081,21.391928470936833,-19.47569886409631,-10.746285300821135,2.53,2.88138152007646,1.68809775350097
2.17,20.043897069064762,-17.323029845872945,-9.475182938098081,12.794109490760288,-3.3479612506142065,-10.766429062578537,6.7,7.6305360413092,13.1952717562527
2.18,20.043897069064762,-17.323029845872945,-9.475182938098081,13.767251552875578,-6.949441761687061,-8.47285316940991,5.49,6.25248400996828,9.41475480749351
2.19,20.043897069064762,-17.323029845872945,-9.475182938098081,20.707704341238184,-19.663926644202302,-9.519783194682951,2.36,2.68777090410294,1.57245937162977
2.20,20.043897069064762,-17.323029845872945,-9.475182938098081,16.5952110851222,-12.359942477555508,-8.15393852627796,3.72,4.23665583189108,4.26094745665992
2.21,20.043897069064762,-17.323029845872945,-9.475182938098081,15.167766421225682,-9.12297184313951,-8.383589072151409,4.89,5.5691524241794,7.14997023172358
2.22,20.043897069064762,-17.323029845872945,-9.475182938098081,13.709884620395698,-6.076263359938508,-8.74797114567355,6.05,6.89026015670457,10.2385461833866
2.23,20.043897069064762,-17.323029845872945,-9.475182938098081,12.537337897481173,-2.2566943503774253,-11.29595690009631,5.33,6.07026225375791,14.3394490456493
2.24,20.043897069064762,-17.323029845872945,-9.475182938098081,16.498543492760646,-11.465951860136048,-8.412260048718833,3.9,4.44165530762774,4.92666864518025
2.25,20.043897069064762,-17.323029845872945,-9.475182938098081,21.49952936543803,-19.711333653430724,-10.837025770480501,2.53,2.88138152007646,1.8438106868552
2.26,20.043897069064762,-17.323029845872945,-9.475182938098081,22.655041002712686,-22.018371269046185,-8.384326262348797,3.7,4.21387811236478,3.67964201705289
2.27,20.043897069064762,-17.323029845872945,-9.475182938098081,24.667382744231645,-25.86756438896981,-6.797769563035483,4.4,5.01109829578514,6.55719863685933
2.28,20.043897069064762,-17.323029845872945,-9.475182938098081,27.12843853845974,-29.93894082821022,-5.027459239462139,5.36,6.10442883304736,9.52327976419771
2.29,20.043897069064762,-17.323029845872945,-9.475182938098081,28.775938754424182,-33.49200070718483,-2.8494009305102486,5.67,6.45748348570495,11.9568819651044
2.30,20.043897069064762,-17.323029845872945,-9.475182938098081,26.448509313798247,-28.98413244233003,-5.932359194136794,5.93,6.7535938395468,8.65584661904371
2.31,20.043897069064762,-17.323029845872945,-9.475182938098081,27.680607792421142,-31.64249892594448,-4.025806298414425,5.79,6.59414980286272,10.5993880071804
2.32,20.043897069064762,-17.323029845872945,-9.475182938098081,23.930497116610056,-24.766593211596494,-7.68690336063581,5.05,5.75137418038977,5.57027271239731
2.33,20.043897069064762,-17.323029845872945,-9.475182938098081,15.697396185895684,-10.207813731837877,-12.350308698032764,5.33,6.07026225375791,6.92605864731752
2.34,20.043897069064762,-17.323029845872945,-9.475182938098081,15.379494049307791,-6.894401478891754,-16.690564496119343,5.49,6.25248400996828,10.6995288843334
2.35,20.043897069064762,-17.323029845872945,-9.475182938098081,14.946598969993616,-5.598786034562569,-17.75669631791831,5.91,6.7308161200205,11.9914059775467
2.36,20.043897069064762,-17.323029845872945,-9.475182938098081,17.030575727670154,-12.618930925432121,-10.986784146406347,4.42,5.03387601531144,4.40254972075122
2.37,20.043897069064762,-17.323029845872945,-9.475182938098081,16.353595435859468,-11.248757565586354,-11.820816517864252,4.84,5.51220812536366,5.82294346430511
2.38,20.043897069064762,-17.323029845872945,-9.475182938098081,15.79380115798159,-9.563791117570913,-13.605242146268681,5.25,5.97915137565273,7.7554512113315
2.39,20.043897069064762,-17.323029845872945,-9.475182938098081,21.431054406361667,-19.595746041204592,-10.927026678628271,2.19,2.49416028812942,1.78546288397214
2.40,20.043897069064762,-17.323029845872945,-9.475182938098081,17.873887334631334,-13.336296244688683,-10.967863332256778,3.24,3.68999056325997,3.65652278816121
2.41,20.043897069064762,-17.323029845872945,-9.475182938098081,23.66540106604061,-22.117760761706656,-13.396267402692896,4.62,5.2616532105744,4.12577160210662
2.42,20.043897069064762,-17.323029845872945,-9.475182938098081,23.832301189594595,-22.185804963562898,-13.69985879640957,4.08,4.64665478336441,4.29330914614208
2.43,20.043897069064762,-17.323029845872945,-9.475182938098081,20.47331794211258,-17.699987954433393,-12.51699017364828,2.03,2.31193853191905,1.97830428133025
2.44,20.043897069064762,-17.323029845872945,-9.475182938098081,21.91055412841363,-19.773875223024373,-13.351927370653371,3.27,3.72415714254941,2.85236744689391
2.45,20.043897069064762,-17.323029845872945,-9.475182938098081,21.91055412841363,-19.859327799455706,-13.62923134457935,3.24,3.68999056325997,2.99015479211988
2.46,20.043897069064762,-17.323029845872945,-9.475182938098081,20.239041585726646,-17.737253132870944,-11.635497138828654,1.74,1.98166159878776,1.39589410012998
2.47,20.043897069064762,-17.323029845872945,-9.475182938098081,21.431054406361667,-19.27201214138552,-10.712457482270333,1.59,1.81082870234054,1.61520624572351
2.48,20.043897069064762,-17.323029845872945,-9.475182938098081,19.51741240145528,-16.503609152972498,-11.119364979625622,1.17,1.33249659228832,1.43219134951895
3.1,54.02700454685316,-20.12756814617139,-27.127244338499512,55.66551909743153,-21.556351888160354,-25.43289006183358,1.85,2.10693905618239,1.9855884978248
3.2,54.02700454685316,-20.12756814617139,-27.127244338499512,51.11068922773383,-7.527396044795632,-28.221164634274842,4.96,5.64887444252144,8.2817780909383
3.3,54.02700454685316,-20.12756814617139,-27.127244338499512,52.95417086173656,-13.197516956121092,-27.13683495573378,5.16,5.8766516377844,4.08400074319899
3.4,54.02700454685316,-20.12756814617139,-27.127244338499512,49.03181763784961,-15.502508337462418,-30.503537554672032,6.2,7.06109305315179,5.90999544093364
3.5,54.02700454685316,-20.12756814617139,-27.127244338499512,50.80663014024445,-17.34559679786124,-29.431297208287987,5.21,5.93359593660014,3.75415734096937
3.6,54.02700454685316,-20.12756814617139,-27.127244338499512,57.019903764718066,-8.797433341923288,-22.812723721202268,6.71,7.64192490107234,7.3734486355818
3.7,54.02700454685316,-20.12756814617139,-27.127244338499512,56.282166934244216,-27.269586463725847,-26.01557788976978,5.12,5.8310961987318,4.29973045305797
3.8,54.02700454685316,-20.12756814617139,-27.127244338499512,56.05978916665818,-11.470825502065463,-24.22422079184725,5.39,6.1385954123368,5.30500318259983
3.9,54.02700454685316,-20.12756814617139,-27.127244338499512,53.328718773637206,-14.018252356132631,-27.01000886538567,4.85,5.52359698512681,3.50100719381047
3.10,54.02700454685316,-20.12756814617139,-27.127244338499512,49.05211201230337,-15.991741361716604,-30.229056879966933,7.59,8.64414456022937,5.72640720110565
3.11,54.02700454685316,-20.12756814617139,-27.127244338499512,51.77942493411341,-9.730428529195867,-26.97248416689284,6.34,7.22053708983587,6.55963830415624
3.12,54.02700454685316,-20.12756814617139,-27.127244338499512,52.113697854476214,-11.906435015038685,-27.195203033953554,5.82,6.62831638215217,5.11701576639979
3.13,54.02700454685316,-20.12756814617139,-27.127244338499512,56.45399001583223,-27.228607140254546,-26.160500987693382,5.27,6.00192909517902,4.3380389406837
3.14,54.02700454685316,-20.12756814617139,-27.127244338499512,54.35076384757767,-27.65399163902532,-27.639242514476248,5.53,6.29803944902087,3.63598503699724
3.15,54.02700454685316,-20.12756814617139,-27.127244338499512,50.74581242855109,-7.069577593145304,-27.75964887317095,7.44,8.47331166378215,8.69957816082339
3.16,54.02700454685316,-20.12756814617139,-27.127244338499512,46.756943133257266,-14.562670275624857,-32.63398729813068,8.04,9.15664324957104,8.40170580673891
3.17,54.02700454685316,-20.12756814617139,-27.127244338499512,51.89085659313449,-24.56870437286979,-28.88601462191913,5.47,6.22970629044199,2.96910176064562
3.18,54.02700454685316,-20.12756814617139,-27.127244338499512,56.9289620983364,-9.346322737300905,-23.21408364659625,6.65,7.57359174249346,6.96497784047628
3.19,54.02700454685316,-20.12756814617139,-27.127244338499512,55.4835242745111,-27.088833319909522,-26.43679024974459,5.16,5.8766516377844,3.82226331819927
3.20,54.02700454685316,-20.12756814617139,-27.127244338499512,55.73628996441376,-11.982986796702733,-24.20678322604697,5.39,6.1385954123368,4.89140996646183
3.21,54.02700454685316,-20.12756814617139,-27.127244338499512,51.840206407207305,-25.549205690592714,-28.81145310612625,6.04,6.87887129694142,3.33139731207441
3.22,54.02700454685316,-20.12756814617139,-27.127244338499512,48.27055002376915,-15.652706535497163,-30.80059875078154,5.74,6.53720550404698,6.57297337128714
3.23,54.02700454685316,-20.12756814617139,-27.127244338499512,49.55940056881151,-2.664366381969707,-29.03491450765725,8.92,10.1588629087281,12.1938450124304
3.24,54.02700454685316,-20.12756814617139,-27.127244338499512,54.684587722261895,-25.677032947544586,-27.225559519453803,4.42,5.03387601531144,2.83172620979301
3.25,54.02700454685316,-20.12756814617139,-27.127244338499512,55.52396842844263,-26.69953907414946,-26.924500047395107,5.5,6.26387286973143,3.58525062016323
3.26,54.02700454685316,-20.12756814617139,-27.127244338499512,54.65424179708428,-27.01644876115189,-27.40363682838285,4.55,5.18193119223236,3.41563811103709
3.27,54.02700454685316,-20.12756814617139,-27.127244338499512,49.914403043139615,-5.727224853096291,-28.354235271595265,9.02,10.2727515063595,9.93733707322326
3.28,54.02700454685316,-20.12756814617139,-27.127244338499512,50.056380994360524,-26.291684707764105,-30.109944519581354,9.28,10.5688618602014,4.86965696805397
3.29,54.02700454685316,-20.12756814617139,-27.127244338499512,51.840206407207305,-23.95682557346929,-28.785411723203303,4.91,5.5919301437057,2.81723791104272
3.30,54.02700454685316,-20.12756814617139,-27.127244338499512,56.231628481874026,-13.83777730079827,-24.37213921988213,4.44,5.05665373483774,4.04973562308757
3.31,54.02700454685316,-20.12756814617139,-27.127244338499512,57.65639470646465,-27.784822489877403,-25.48203399233269,5.4,6.14998427209995,5.31782904830462
3.32,54.02700454685316,-20.12756814617139,-27.127244338499512,57.19167131405726,-13.286441222918388,-23.75338140964034,5.14,5.8538739182581,4.84873670092222
