Pair,L1,a1,b1,L2,a2,b2,DV,DV normF1,DECIEDE2000,GradoDE00
1.42,61.929352,-10.558199,40.607128,62.014931,-12.33586,39.305092,1.45233,1.53283595559251,1.40549944979428,0.05360498513707
1.650,61.860748,-9.062901,38.566849,61.937916,-11.845445,40.300598,2.59,2.73356959161114,1.74166465976914,0.05360498513707
1.44,61.929352,-10.558199,40.607128,61.937916,-9.328341,38.188324,1.33592,1.40997308448848,1.02214346227704,0.05081328976490314
1.650,61.860748,-9.062901,38.566849,61.937916,-11.845445,40.300598,2.59,2.73356959161114,1.74166465976914,0.05081328976490314
1.48,61.929352,-10.558199,40.607128,62.074726,-9.293166,37.579418,1.38027,1.45678150587379,1.20631136830564,0.09805979270282987
1.650,61.860748,-9.062901,38.566849,61.937916,-11.845445,40.300598,2.59,2.73356959161114,1.74166465976914,0.09805979270282987
1.50,61.929352,-10.558199,40.607128,61.895065,-9.016234,37.991352,1.36475,1.44040119696961,1.19000487408395,0.10408843336030305
1.650,61.860748,-9.062901,38.566849,61.937916,-11.845445,40.300598,2.59,2.73356959161114,1.74166465976914,0.10408843336030305
1.115,63.309811,-2.734236,-8.752265,63.284985,-1.954426,-10.306618,1.49654,1.57949661645936,1.51431498197003,0.09818088795056408
1.653,63.433693,-4.418558,-8.409455,62.977551,-2.837946,-8.948474,2.69,2.83911281908647,1.95255225203689,0.09818088795056408
1.118,63.309811,-2.734236,-8.752265,63.060875,-4.211016,-9.062131,2.39492,2.52767586345226,1.70453390560114,0.0896922416844451
1.119,63.309811,-2.734236,-8.752265,62.709713,-3.14459,-7.358476,1.21478,1.28211801872486,1.29294650562989,0.0896922416844451
1.118,63.309811,-2.734236,-8.752265,63.060875,-4.211016,-9.062131,2.39492,2.52767586345226,1.70453390560114,0.21459133594850302
1.657,62.969208,-3.033188,-8.750277,62.414665,-3.21093,-7.544514,0.89,0.939334724530468,1.04576035298569,0.21459133594850302
1.119,63.309811,-2.734236,-8.752265,62.709713,-3.14459,-7.358476,1.21478,1.28211801872486,1.29294650562989,0.20222561468573333
1.653,63.433693,-4.418558,-8.409455,62.977551,-2.837946,-8.948474,2.69,2.83911281908647,1.95255225203689,0.20222561468573333
1.121,63.309811,-2.734236,-8.752265,63.819378,-2.540444,-6.947419,1.26328,1.33330648405039,1.39579442039775,0.23139721692724202
1.653,63.433693,-4.418558,-8.409455,62.977551,-2.837946,-8.948474,2.69,2.83911281908647,1.95255225203689,0.23139721692724202
1.123,63.309811,-2.734236,-8.752265,62.60038,-1.832401,-9.797555,1.33025,1.40398878349062,1.50870944880551,0.2832375960521821
1.653,63.433693,-4.418558,-8.409455,62.977551,-2.837946,-8.948474,2.69,2.83911281908647,1.95255225203689,0.2832375960521821
1.185,62.168503,10.465078,29.888308,62.304508,8.696922,28.017298,1.48069,1.56276801490452,1.35032387423713,0.07347957974327206
1.981,61.7318,10.148634,27.097399,61.826405,10.219741,31.749168,3.33,3.51458947492861,2.18091520189485,0.07347957974327206
1.189,62.168503,10.465078,29.888308,62.389271,8.983809,27.163689,1.5526,1.63866414978203,1.39125713452667,0.1184691944516966
1.981,61.7318,10.148634,27.097399,61.826405,10.219741,31.749168,3.33,3.51458947492861,2.18091520189485,0.1184691944516966
