Pair,L1,a1,b1,L2,a2,b2,DV,DECIEDE2000,DV normF1,DV normF3,delta_L,delta_a,delta_b,L_med,a_med,b_med,ratio_V_E,abs_diff,norm_abs_diff
1.1,23.67144196289938,16.349602964549128,-43.363049185896905,17.82882319925926,28.757412725792907,-44.48674923961444,7.74,8.43362801433289,9.97194037180947,8.81497745667659,5.842618763640118,12.40780976124378,1.1237000537175348,20.75013258107932,22.55350784517102,-43.924899212755676,0.9177544926013066,0.693628014332889,0.08961602251205077
1.2,23.67144196289938,16.349602964549128,-43.363049185896905,21.062821996801112,20.67930665870757,-43.28774232287863,3.77,3.45293401135002,4.85713374699247,4.29360013070682,2.608619966098267,4.329703694158443,0.07530686301827672,22.367131979850246,18.514454811628347,-43.32539575438777,1.0918250932441622,0.31706598864998004,0.0841023842349808
1.3,23.67144196289938,16.349602964549128,-43.363049185896905,25.532240820308722,8.520025092051991,-42.76778267249593,5.04,5.40604384170762,6.49335652117826,5.73998532062662,1.8607988574093426,7.829577872497136,0.595266513400972,24.60184139160405,12.43481402830056,-43.06541592919642,0.932289886401608,0.3660438417076204,0.07262774635614933
1.4,23.67144196289938,16.349602964549128,-43.363049185896905,31.485669653905248,-0.9596820297139153,-38.734852228451665,8.62,12.0153164930494,11.1057010342374,9.81719711583362,7.814227691005868,17.30928499426304,4.62819695744524,27.578555808402314,7.694960467417606,-41.048950707174285,0.7174176397491538,3.3953164930494015,0.3938882242059761
1.5,23.67144196289938,16.349602964549128,-43.363049185896905,21.43151859362319,19.03501329776813,-44.14071464862786,1.74,2.17457383602382,2.24175403707345,1.98166159878776,2.239923369276191,2.6854103332190036,0.7776654627309583,22.551480278261284,17.69230813115863,-43.75188191726238,0.8001567803194995,0.43457383602382005,0.2497550780310718
1.6,23.67144196289938,16.349602964549128,-43.363049185896905,18.583401631959156,24.00244511418667,-45.98114983074435,3.75,5.32520566752092,4.83136645921002,4.27082241118052,5.088040330940224,7.652842149637543,2.618100644847445,21.127421797429268,20.1760240393679,-44.67209950832063,0.7041981537290681,1.5752056675209198,0.4200548445602307
1.7,23.67144196289938,16.349602964549128,-43.363049185896905,29.316355299151013,2.953651940777624,-40.14131485714789,6.3,9.18868866414739,8.11669565147283,7.17498165078327,5.6449133362516335,13.395951023771504,3.221734328749015,26.493898631025196,9.651627452663377,-41.7521820215224,0.6856255804917888,2.8886886641473906,0.45852201010934424
1.8,23.67144196289938,16.349602964549128,-43.363049185896905,24.580963919504768,11.310958336900962,-43.60201377844424,2.97,3.66905463763132,3.82644223569433,3.38249134965497,0.9095219566053885,5.038644627648166,0.23896459254733315,24.126202941202074,13.830280650725044,-43.48253148217057,0.8094728186189971,0.6990546376313196,0.23537193178314733
1.9,23.67144196289938,16.349602964549128,-43.363049185896905,18.277280909633582,27.00507506560265,-44.108118609226466,8.83,7.51948830694372,11.3762575559532,10.0563631708597,5.3941610532657975,10.655472101053522,0.7450694233295607,20.97436143626648,21.677339015075887,-43.73558389756168,1.1742820306897521,1.31051169305628,0.14841582026136627
1.10,23.67144196289938,16.349602964549128,-43.363049185896905,18.89043809956666,26.23130625988518,-44.129720957831765,7.41,6.90298241468329,9.54678012339899,8.43914508449271,4.781003863332721,9.881703295336052,0.7666717719348597,21.28094003123302,21.290454612217154,-43.74638507186434,1.0734490621278112,0.50701758531671,0.06842342580948538
1.11,23.67144196289938,16.349602964549128,-43.363049185896905,20.245997279636406,24.133832474023816,-43.92762944005894,6.03,5.40649555822276,7.76883726640971,6.86748243717828,3.425444683262974,7.784229509474688,0.5645802541620384,21.958719621267893,20.24171771928647,-43.645339312977924,1.1153250629631286,0.6235044417772402,0.10340040492103478
1.12,23.67144196289938,16.349602964549128,-43.363049185896905,17.32021103049515,30.20990595360051,-44.96584092549717,7.34,9.16648610352821,9.45659461616041,8.35942306615067,6.351230932404228,13.860302989051384,1.6027917396002636,20.495826496697266,23.27975445907482,-44.16444505569704,0.8007430455138165,1.826486103528211,0.2488400685666718
1.13,23.67144196289938,16.349602964549128,-43.363049185896905,24.130367614856,12.919885373127743,-43.50391714263625,3.26,2.45635848337252,4.20006790853991,3.71276828278627,0.45892565195661916,3.429717591421385,0.14086795673934205,23.90090478887769,14.634744168838434,-43.433483164266576,1.3271678465257772,0.8036415166274797,0.24651580257084785
1.14,23.67144196289938,16.349602964549128,-43.363049185896905,24.543376194157446,14.153697221018419,-42.3414843746447,2.03,1.26340198092087,2.61537970991902,2.31193853191905,0.8719342312580665,2.1959057435307088,1.0215648112522047,24.107409078528413,15.251650092783773,-42.8522667802708,1.6067728474777265,0.7665980190791297,0.37763449197117993
1.15,23.67144196289938,16.349602964549128,-43.363049185896905,21.54231167391373,18.8985251729116,-43.94149838223721,2.0,2.11034982266646,2.57672877824534,2.27777195262961,2.1291302889856496,2.548922208362473,0.5784491963403013,22.606876818406555,17.624064068730362,-43.652273784067056,0.9477101746691733,0.1103498226664601,0.05517491130564259
1.16,23.67144196289938,16.349602964549128,-43.363049185896905,20.520772482637376,20.903721750663824,-44.75849265704455,3.03,3.3172378889597,3.90374409904169,3.45082450823386,3.150669480262003,4.554118786114696,1.3954434711476438,22.096107222768378,18.626662357606477,-44.06077092147073,0.9134105242107946,0.28723788895970026,0.09479798312373013
1.17,23.67144196289938,16.349602964549128,-43.363049185896905,33.54100013606794,-4.349630508141411,-37.550599341137904,11.11,14.5837492821503,14.3137283631529,12.6530231968575,9.869558173168564,20.699233472690537,5.812449844759001,28.60622104948366,5.999986228203858,-40.456824263517404,0.7618068429656986,3.473749282150301,0.3126687022356105
1.18,23.67144196289938,16.349602964549128,-43.363049185896905,24.036621143264796,14.07174972129427,-43.40791432027231,1.79,1.60926833909296,2.30617225652958,2.0386058976035,0.3651791803654163,2.2778532432548584,0.04486513437540651,23.854031553082088,15.210676342921698,-43.385481753084605,1.1123067268548885,0.18073166090703996,0.1009674082715489
1.19,23.67144196289938,16.349602964549128,-43.363049185896905,21.801147616940526,21.29770045440432,-42.862411328323994,3.66,3.74784306782416,4.71541366418898,4.16832267331219,1.870294345958854,4.9480974898551935,0.5006378575729116,22.736294789919953,18.823651709476724,-43.11273025711045,0.9765617003671075,0.08784306782415996,0.024000838196764785
1.20,23.67144196289938,16.349602964549128,-43.363049185896905,18.547339364875995,26.696787033699433,-44.19248044478733,7.01,7.23907375146764,9.03143436774992,7.98359069396679,5.124102598023384,10.347184069150305,0.8294312588904234,21.109390663887687,21.52319499912428,-43.77776481534212,0.9683559305650734,0.22907375146764064,0.032678138578453995
1.21,23.67144196289938,16.349602964549128,-43.363049185896905,26.534867268829608,8.533879978483705,-41.766473233953064,4.82,5.2379676020938,6.20991635557127,5.48943040583736,2.863425305930228,7.815722986065422,1.5965759519438407,25.103154615864494,12.441741471516416,-42.56476120992498,0.920204240506007,0.4179676020937997,0.08671527012595112
1.22,23.67144196289938,16.349602964549128,-43.363049185896905,19.316316650165334,22.54797112252521,-45.07777394119768,5.17,4.561910338234,6.66084389176421,5.88804049754754,4.355125312734046,6.198368157976084,1.7147247553007716,21.493879306532357,19.44878704353717,-44.22041156354729,1.1332971530668237,0.6080896617659999,0.1176188900673851
1.23,23.67144196289938,16.349602964549128,-43.363049185896905,28.98159561193605,4.002478486655248,-40.587335026495275,8.11,8.552094221166,10.4486351957849,9.23636526791307,5.310153649036671,12.34712447789388,2.7757141594016304,26.326518787417715,10.176040725602189,-41.97519210619609,0.9483057353343763,0.44209422116600017,0.05451223441571985
