Pair,L1,a1,b1,L2,a2,b2,DV,DECIEDE2000,DV normF1,DV normF3,delta_L,delta_a,delta_b,L_med,a_med,b_med,ratio_V_E,abs_diff,norm_abs_diff
2.2,61.96103679248142,-22.583205981793142,-20.252326875959902,60.476824270134315,-24.10418806916026,-25.261802209839068,3.9048303333333267,2.67222840620813,2.83535792213504,2.66461934722733,1.4842125223471072,1.5209820873671163,5.009475333879166,61.21893053130787,-23.3436970254767,-22.757064542899485,1.4612636864425017,1.232601927125197,0.3156608153464469
2.3,61.96103679248142,-22.583205981793142,-20.252326875959902,60.476824270134315,-22.13032984305452,-21.125008188797455,1.9815336666666716,1.4101367634716,1.43882235630691,1.35217986339857,1.4842125223471072,0.452876138738624,0.8726813128375532,61.21893053130787,-22.35676791242383,-20.68866753237868,1.405206726461871,0.5713969031950716,0.2883609360359304
2.4,61.96103679248142,-22.583205981793142,-20.252326875959902,61.88305856559414,-20.14115309500464,-24.510224875870602,3.0779511333333307,2.84530970445863,2.23494809880541,2.10036478909213,0.07797822688728218,2.4420528867885025,4.2578979999107,61.92204767903778,-21.36217953839889,-22.38127587591525,1.0817631301887405,0.23264142887470074,0.0755832106233518
2.5,61.96103679248142,-22.583205981793142,-20.252326875959902,59.09723162153614,-20.27665904635656,-22.29553189843323,3.6170276666666594,3.1263525355316,2.62637993859542,2.46822552557362,2.863805170945284,2.3065469354365824,2.0432050224733267,60.52913420700878,-21.42993251407485,-21.273929387196567,1.1569481126653163,0.49067513113505923,0.1356570024391307
2.6,62.16935506881981,-22.65583135004645,-19.605971670074673,61.840146835125054,-18.63333067201378,-19.203205477747808,3.100089799999998,2.20079273440526,2.25102332858774,2.11547200640487,0.32920823369475727,4.022500678032671,0.4027661923268653,62.00475095197243,-20.644581011030116,-19.40458857391124,1.408624151710106,0.8992970655947379,0.29008742433998236
2.7,62.16935506881981,-22.65583135004645,-19.605971670074673,62.102882322720205,-24.357379417516977,-23.017859157521503,2.758600866666667,1.66787799780718,2.00306291317089,1.88244318309189,0.06647274609960618,1.701548067470526,3.4118874874468297,62.13611869577001,-23.506605383781714,-21.31191541379809,1.6539584242010155,1.0907228688594868,0.39538988102402184
2.8,62.16935506881981,-22.65583135004645,-19.605971670074673,62.93498473104347,-24.37109145116112,-20.609860242980616,1.6691017333333382,1.08021867784174,1.21196067893557,1.13897926182763,0.7656296622236596,1.7152601011146693,1.003888572905943,62.55216989993164,-23.513461400603788,-20.107915956527645,1.5451517049520247,0.5888830554915983,0.35281435719483334
2.9,62.16935506881981,-22.65583135004645,-19.605971670074673,63.64669334371368,-20.218219709712105,-21.513803973690337,2.716399033333333,2.27817919177766,1.97241950637564,1.85364505006815,1.4773382748938673,2.437611640334346,1.9078323036156632,62.908024206266745,-21.43702552987928,-20.559887821882505,1.1923552993306796,0.43821984155567284,0.16132380994724588
2.10,62.16935506881981,-22.65583135004645,-19.605971670074673,61.249174000936094,-19.68489156841946,-18.72214365503475,2.2286565333333366,1.73686114400507,1.61826210556625,1.52081417365808,0.9201810678837177,2.970939781626992,0.8838280150399243,61.70926453487795,-21.170361459232957,-19.16405766255471,1.2831518165643752,0.4917953893282665,0.2206689912743232
2.11,62.16935506881981,-22.65583135004645,-19.605971670074673,64.3797418990293,-18.20277804538589,-17.6052599156828,4.221689999999994,3.02659963852182,3.0654346451724,2.88084139198786,2.2103868302094867,4.4530533046605605,2.0007117543918724,63.274548483924555,-20.42930469771617,-18.605615792878737,1.3948623877676103,1.1950903614781745,0.283083400532747
3.1,71.49792114179377,-19.17748504208161,19.074075385576528,71.59974351307623,-20.038714403280256,20.54412664496832,0.9269029333333333,0.78454325066138,0.67303860859753,0.632509809043619,0.1018223712824664,0.8612293611986459,1.4700512593917914,71.54883232743501,-19.608099722680933,19.809101015272425,1.1814554919317537,0.1423596826719533,0.15358639766778195
3.2,71.49792114179377,-19.17748504208161,19.074075385576528,71.38836745412809,-17.10735792796697,16.763607397807444,1.5191122666666712,1.4838390325468,1.10305099928422,1.03662786652978,0.10955368766568085,2.0701271141146407,2.3104679877690835,71.44314429796093,-18.14242148502429,17.918841391691984,1.0237716034707336,0.035273234119871155,0.023219636145819688
3.3,71.49792114179377,-19.17748504208161,19.074075385576528,71.53528351881647,-17.83922046314601,20.246486884704808,1.8783121333333384,1.19303534514297,1.36387159809125,1.28174246328352,0.03736237702270273,1.3382645789356005,1.1724114991282804,71.51660233030512,-18.50835275261381,19.660281135140668,1.5743977237605218,0.6852767881903683,0.3648364804040361
3.4,71.49792114179377,-19.17748504208161,19.074075385576528,71.30448569949397,-19.03783741414028,16.91755959490755,1.703416666666672,1.19737452125647,1.23687728520708,1.16239544876474,0.19343544229980125,0.13964762794132923,2.1565157906689763,71.40120342064387,-19.107661228110945,17.99581749024204,1.422626450625121,0.506042145410202,0.2970747879926377
3.5,71.49792114179377,-19.17748504208161,19.074075385576528,72.90966898199267,-19.47823004638588,19.220471393787307,1.366632200000004,1.07715539700271,0.992332855583468,0.932576908627455,1.411747840198899,0.30074500430427165,0.14639600821077892,72.20379506189322,-19.327857544233744,19.147273389681917,1.2687419127584094,0.28947680299729406,0.21181763665855052
3.6,71.49792114179377,-19.17748504208161,19.074075385576528,70.00603850154123,-18.731660887790213,18.768061594867458,1.0713577333333337,1.17298866356318,0.777929481347886,0.73108440052507,1.4918826402525411,0.44582415429139743,0.30601379070906987,70.7519798216675,-18.954572964935913,18.92106849022199,0.9133572776104416,0.10163093022984637,0.09486180663369881
4.1,75.92479260110264,-30.052703820357408,24.500559872062098,76.1973658572083,-32.08834474601097,25.814452131190933,1.1226917666666687,0.896616877992743,0.815203920328498,0.76611426059649,0.27257325610565886,2.03564092565356,1.313892259128835,76.06107922915547,-31.070524283184188,25.157506001626516,1.252142127781375,0.22607488867392567,0.2013686170904997
4.2,75.92479260110264,-30.052703820357408,24.500559872062098,75.11226231667685,-26.51436792518247,19.940573860874178,2.841344133333333,2.35903191026845,2.06314408309362,1.9389064064932,0.8125302844257902,3.5383358951749386,4.55998601118792,75.51852745888974,-28.28353587276994,22.22056686646814,1.2044534538769949,0.4823122230648833,0.16974790812449356
