Pair,L1,a1,b1,L2,a2,b2,DV,DECIEDE2000,DV normF1,DV normF3,delta_L,delta_a,delta_b,L_med,a_med,b_med,ratio_V_E,abs_diff,norm_abs_diff
1.1,44.55673242422589,-31.310796375143724,-32.7788731802628,46.852238466462346,-32.44581552654161,-32.922479525146706,2.12969,2.24542378704788,2.33357624601536,2.04397077056449,2.295506042236454,1.1350191513978842,0.14360634488390644,45.70448544534412,-31.878305950842666,-32.85067635270475,0.9484579308975362,0.11573378704787984,0.05434302034264931
1.2,44.55673242422589,-31.310796375143724,-32.7788731802628,49.09338240098472,-32.89156552620898,-37.24085939074111,3.3096,4.70461419866853,3.62644513699761,3.17638983244521,4.536649976758831,1.5807691510652546,4.461986210478308,46.825057412605304,-32.10118095067635,-35.00986628550196,0.7034795754842517,1.3950141986685298,0.42150537776378544
1.3,44.55673242422589,-31.310796375143724,-32.7788731802628,43.577606529439024,-30.9138698095264,-32.72645114405872,0.664971,0.928604633220732,0.728632115420123,0.638206164875188,0.9791258947868684,0.3969265656173242,0.052422036204077926,44.06716947683246,-31.112333092335064,-32.75266216216076,0.7160970078057294,0.26363363322073197,0.39645884230180434
1.4,44.55673242422589,-31.310796375143724,-32.7788731802628,45.18024731698392,-30.445281105250437,-30.58929582177805,1.79593,1.03242463072446,1.96786367382406,1.72364448627729,0.6235148927580312,0.8655152698932866,2.1895773584847475,44.868489870604904,-30.87803874019708,-31.684084501020426,1.7395264940553152,0.76350536927554,0.4251309176028069
1.5,44.55673242422589,-31.310796375143724,-32.7788731802628,39.18523465613319,-28.413694090102442,-35.944357832644094,2.92117,5.27779904743525,3.20082872275904,2.80359399529973,5.371497768092702,2.8971022850412815,3.165484652381295,41.87098354017954,-29.86224523262308,-34.36161550645345,0.5534826114431283,2.3566290474352503,0.8067414928362637
1.6,44.55673242422589,-31.310796375143724,-32.7788731802628,43.74133028740342,-30.46201827564876,-37.943968482284475,1.81564,2.30667779988554,1.98946061413414,1.742561166117,0.8154021368224704,0.8487780994949645,5.165095302021676,44.14903135581466,-30.88640732539624,-35.361420831273634,0.7871233682064182,0.4910377998855402,0.2704488773187919
1.7,44.55673242422589,-31.310796375143724,-32.7788731802628,46.530545021807754,-30.77395212099998,-35.01883695402863,2.46726,2.13745107532521,2.7034635692255,2.36795370377048,1.973812597581862,0.5368442541437446,2.2399637737658296,45.54363872301683,-31.04237424807185,-33.89885506714572,1.1543001041417098,0.32980892467478995,0.1336741667035966
1.8,44.55673242422589,-31.310796375143724,-32.7788731802628,39.28074348904364,-27.535008968084,-35.714245547804325,2.90973,5.31131803252199,3.18829351235076,2.79261445103964,5.275988935182255,3.775787407059724,2.9353723675415253,41.918737956634764,-29.422902671613862,-34.24655936403356,0.5478357691321541,2.4015880325219903,0.8253645636181451
1.9,44.55673242422589,-31.310796375143724,-32.7788731802628,44.08341251879191,-28.15197103900202,-37.515572035663865,2.03242,2.70575801146398,2.22699408548969,1.95061585184261,0.47331990543398206,3.158825336141703,4.736698855401066,44.3200724715089,-29.731383707072872,-35.14722260796333,0.751146255739696,0.6733380114639798,0.3312986543788592
1.10,44.55673242422589,-31.310796375143724,-32.7788731802628,53.78852591474555,-30.59395122334163,-31.41230451368049,4.21805,9.22640567375986,4.62186575722528,4.04827505823831,9.231793490519657,0.7168451518020937,1.3665686665823102,49.17262916948572,-30.95237379924268,-32.095588846971644,0.45717153013757816,5.00835567375986,1.1873628033267736
